uuid,speaker_id,duration
64a73199-1a17-4f40-8bc9-d7ccda06f4b1,S9,64.76
800ffafb-b473-4852-86e9-2607dade7771,S10,52.36
51a03cba-b3da-4898-8819-ee7db19616bb,S3,92.92
e1436583-a155-4ac7-812f-5bcb449423e2,S1,34.68
ff52627a-a63f-402a-9f47-240e2b27bc29,S3,53.08
9887d30a-e5f2-4081-a8df-080524dd998e,S3,16.84
666b7b2a-8a5d-406a-8d51-97762f2d497c,S3,43.92
7fc9ec4a-34e0-43b4-8962-828a6ada24fc,S2,44.0
c75c7e91-87c7-4383-8921-c571ca8cc7a8,S7,51.08
ad8d39b2-4497-41ab-9eee-a9ba0a46848f,S2,33.12
70e3f70f-30d0-40d0-bb8a-f37d44aa5976,S7,31.0
95a7f5e8-823d-4a0c-a359-a311a0d0928e,S7,35.0
bfa7de48-34ad-4261-89b8-9156b3611a3d,S2,26.84
151dc64f-3dd7-420d-841e-1a883a229fc3,S2,21.48
1645a734-c824-4bd9-ab96-016a336760f7,S2,12.12
f8f7ca41-f0da-4bc8-9c65-be20c89dc29c,S7,69.76
883623f0-3eba-46f9-b1b0-263b5939847e,S7,67.36
81418d6d-973f-4c3f-ac37-8c94d68c44a9,S7,66.56
e49de25e-0bb6-4d30-88f4-b413c86a0002,S4,29.48
9557a22f-efcf-4e0b-8045-3b5796f4a7c9,S4,24.52
a56efa28-b4f0-43d1-8815-4a49cfa2fa14,S11,20.76
37bb12d5-175a-4e2b-8bb6-1d5e0995fd29,S2,17.4
7877a1fc-13ea-4ffb-84db-7f34a1a8d555,S5,45.52
63c44041-d36f-442f-aa0a-bf292f1c568e,S2,54.2
9d868371-a4fd-4da1-9d5e-de3996f9cb97,S7,12.76
eff046ed-78e6-43a4-b85b-f511996d4a30,S7,50.04
75b5dc97-065a-467f-9091-6043bfbc95f1,S2,34.92
4061774b-a44e-4a31-815c-2d412a6c323f,S3,42.64
ae901400-4f7f-40cf-a677-1772cc589ee9,S3,63.36
3e276ab2-ca56-4a63-a2a9-7e04b2b94429,S1,18.44
8fc603d7-e287-4eb4-9a68-fcc7a71e982c,S1,33.56
a9f83053-cebe-4009-ad36-e48b31ddf100,S1,39.2
02771fcc-38a1-4066-aa55-c951d57efdc9,S10,24.92
398376ae-fcfc-4182-aa6d-17d67c068548,S4,28.88
e07a2ea5-9531-4165-b9e4-ba6a7e141780,S4,15.28
610d42f0-d99d-4872-8288-f04310eafdf4,S11,60.68
30576df3-7f44-4d1b-87cf-2a732a926581,S1,27.76
bca99ba4-336b-4a78-9ce0-74f0c3656441,S3,76.84
e83ba93f-5b72-4e52-bb53-58a7a0b50148,S8,34.6
6d61bf53-eb66-4766-9a09-6ec32fa2464a,S7,37.6
89444384-b492-43dc-976a-6bbbd671621c,S10,44.6
0971676e-eac1-4042-a5ef-3f8cbea12c07,S10,23.76
11305d4f-6088-4c9f-9348-978e48a70814,S11,69.6
63d9e7a9-5add-4ee2-8ee3-7bf27e528779,S11,43.96
5887b961-a180-4e28-9766-8f31a68a19f5,S11,21.52
48ba517c-ae0d-4965-8697-45cd35185505,S1,15.44
f06fd8d2-2f3a-47e0-84d2-3826be0d5619,S9,278.96
ed178bc9-2aaa-4045-8c30-c97ce8fdb081,S10,14.72
942e45fa-7c68-4901-b5d6-555743396bdc,S3,29.8
085f7d6e-60e7-4e19-b2e0-2848b7127f32,S10,22.6
32759a47-e70e-4afb-b0dd-568b10c69e48,S10,67.08
7dd1eb86-387f-4fe2-96fb-879303b74491,S11,49.2
2ce0d9e4-1dbe-4f12-9995-4876e298c508,S2,68.72
3d8fb547-84de-4946-aa20-7c19ad4682ab,S1,58.6
e1af7df2-95a2-45dc-a695-dbf794c537c9,S1,15.08
c19b5c46-4882-425e-b1e6-00f8c1ebf851,S1,54.2
c49843f1-eea1-44d8-bc7a-d442ac7f89f4,S7,137.56
382bbcd8-63b0-4a26-9894-f381eafc2117,S7,66.56
41785b95-1bbb-4599-83a9-a7b8358c72fa,S4,30.72
8f879cc3-83b5-44c7-a752-c8afb3d04c74,S4,25.92
4d5d4830-2ca2-4225-b730-2b159afe5f79,S3,84.56
506373cb-f362-4ac3-957e-a7b9053d0cbb,S3,24.84
664b387a-e495-4a27-abb7-bd4baa5d7eae,S3,11.08
f4b004e8-7be6-4777-8a7c-a8f31c3b7651,S8,13.44
f6b7dac0-5639-4553-a6a4-77da1eb26a62,S4,13.96
676c8950-833c-4d80-b9c2-95d56605979c,S5,38.2
8d75cd61-b298-42f5-b7b0-189c5d394b1f,S7,17.36
dfb369e8-e2e0-4590-b034-83b1016d6c2e,S7,10.56
760ed49d-470f-46e9-8f58-3b5d8441317f,S8,17.32
f03e3d2f-4420-4887-abf1-41f93d3e39ba,S10,72.52
17ca827e-ddd7-445c-a51f-b4b3b6063e82,S2,38.6
57883487-7141-4e0d-97d6-bae37565d0e4,S9,37.68
4bd3a21c-67f4-4baf-843b-5680f8df599a,S9,41.04
f7098734-fe4c-46b5-af4e-51318fbfab30,S1,25.44
852169e3-b971-496b-b4c1-101f21420b0e,S3,49.88
9a8f606d-6fa7-4bc7-bab0-30031bce6b58,S3,19.72
f578a7ea-ec1a-45f8-a98d-9f15500d3206,S3,35.68
a18c2f44-f287-4c52-8ed5-8cbc0bbb796c,S4,50.28
0f3976d7-a3c0-4f41-86d0-4ef0646bc054,S10,31.64
1d20a9c9-05a4-4e23-ba80-2f3c434d8456,S10,33.8
30f4af5b-1eaf-4a34-ba4e-b0fe4cc8add2,S10,33.4
41d7aaf2-cc12-40d9-8a57-c576609524c4,S9,30.96
0c5f4827-8125-4463-a338-35f578dbd63c,S2,136.0
951be067-c4f8-4728-87e9-3e4a02292258,S5,21.08
28d8bc13-d502-4793-936e-3b1b06d50330,S2,80.52
3984500c-8722-42f0-addb-ce3e7cf8198c,S4,12.16
549c7c7e-fa06-4d0c-a986-de9d5d28ca6c,S5,12.96
6ea625c1-acd3-4f77-b2f2-6257713efcd9,S9,6.32
6bb6e9a0-ca42-4012-8b3f-3a1436fbdcbd,S8,67.6
57769d06-5e0c-428f-8f07-44f70278aef6,S9,50.6
7b2b2c89-c663-4507-8533-67ae357ea318,S9,21.72
9a616303-122d-4637-987e-419a4cb8ba4a,S9,52.52
cbd80c81-f634-4be6-84c5-c13ddaa86e64,S3,57.32
36f1a131-0942-40a7-80a4-daf2de5007ce,S3,35.64
d29ca9ea-a83e-4abe-8d64-68535f78a168,S8,49.96
adecf56b-a0d0-4249-b838-f7e398169d42,S9,34.68
b57d7dfb-f0b7-4188-b188-28264202f86c,S8,97.4
ff3484c4-c30c-4b8f-91d0-348e3007b137,S8,48.28
deb1a4b0-564e-4a1a-a264-3d2796e664b1,S3,80.8
cd81c973-cd34-4f7b-855d-2f261a3a6ade,S8,94.6
28b7242f-90e6-4dfd-b4a3-d8dbdcffa4af,S3,15.56
942a7b3c-40b1-4846-90e0-052bb369f78e,S3,107.52
71e665f7-232b-42cf-9506-1dd336b4cf99,S10,69.8
f6b81a76-0deb-4503-b75b-f29f5284a34a,S9,234.6
821b1803-8a20-4d43-9aaf-51439db1c9eb,S9,47.72
77213b80-d63f-4e25-848d-31cd600dccab,S10,27.56
85798087-8dae-4d31-bd12-15486b66c663,S11,73.8
6da1d4eb-23e6-449f-a58f-abd73112cffc,S8,39.36
f53a1898-53ab-4b75-9ac9-1389f2bdf06e,S7,44.92
4c5a593c-56ed-4e70-b22d-2354bf72ac47,S9,10.32
0be604c7-9720-4fbb-a51f-955ece1f52a6,S9,12.8
7fb862f7-9418-4e09-a8b0-9a448e5b3e18,S9,113.08
694fb8ca-81df-40a6-8264-1408713ec3c4,S9,30.96
830c9ee5-94fc-4411-9a90-b9b7859767f9,S8,43.2
ac0e98cc-65c8-4fbc-8de1-210138cee8ef,S7,19.04
b30b5138-81e5-4494-adea-b2394c5f4fa5,S8,58.96
e9f19f4a-3a3b-4d51-9881-e13cae7db44e,S7,14.4
150cae86-08f7-4f83-b0cc-bec8673b48fd,S7,22.92
64558e8e-6210-4c69-9a99-ffcae61db60d,S10,39.32
b2ee0b54-a7e2-4196-bb14-4948c7ac0c2b,S5,45.92
13eb640d-a393-4ba2-98f6-17f1e8eece6f,S10,69.16
42fd1ce4-bf45-4569-a6fa-34bed2ce2241,S5,56.44
b1770700-ca16-4ec0-9bcf-d99ef499a623,S10,80.0
e0147367-75ad-4b24-a23c-d0de8050fb8e,S10,33.6
26c9fe45-dbda-4f64-9691-dd672bf143c5,S7,60.24
19c5b89f-ba01-4815-a434-e4de2275091d,S10,15.2
423e7e9e-2655-4300-8b17-43263972b8d8,S9,24.12
3aab4f09-5a86-4a35-8ccc-8a953064d36d,S9,63.96
52a6c332-999e-40d2-9dcf-26b236e55c89,S11,32.64
d15a8d75-b2d0-4ac6-8549-3bc4d3fe20e1,S10,48.56
78649ef2-f0d4-49e8-bdfc-c8fdbb4ff2ac,S10,67.44
828672bc-59e6-4953-a496-73746abbe106,S5,25.16
79f46998-2ffb-480e-8da3-129e66974e23,S1,180.88
3978d63d-95b1-4f82-9639-1e3bd5c257dd,S9,141.44
db773a53-1cb2-4eb5-bace-ea1ce44b1b15,S9,13.48
67a1e3ce-7be7-4f19-b765-c6ebe30599aa,S9,39.64
ce3b0a8e-d36b-4f15-b636-8269de89abca,S2,49.16
814bab30-e92d-409e-8547-7822988eaedd,S2,69.12
fd826d2c-dda0-4208-afb6-fc1ace05fb94,S3,61.72
63199883-8825-40b5-8392-8b5703860eee,S10,30.04
f8fbd830-2d8c-46b7-a063-bbeb47054d5c,S3,80.36
150a8aaa-43c8-41a4-872f-bd6274c96fd1,S8,51.92
e9d32a5f-a559-48ee-8fe2-ae2ca32b71e5,S8,67.04
0d71e7da-e9b2-4510-b59c-31f5ebbb51b1,S3,12.76
ad9f5169-aefd-485d-9a00-0a77568d4be9,S8,82.48
54c3e858-c517-4dc5-99cc-bd07e1c9ed49,S8,20.8
54cded34-2f2f-49e4-ab31-1be0b6ab3176,S4,76.2
c4f963cc-231f-4abe-93dd-5e92f17c12aa,S3,92.16
2329780f-883e-4aad-b139-b595715609ac,S10,11.84
7ede210b-8af5-4faa-a155-aec7e34bb36f,S3,49.04
fd8072e0-6a63-485f-8935-c99c1835a8b5,S3,15.56
fd5dbb80-8c9e-4d7f-b962-1ac865a4dcd6,S9,13.52
d87c82aa-fdf8-4427-9049-fd59f97234db,S4,73.16
f3f05e3e-db87-4781-a43a-b9d417145516,S4,17.8
d39f6e0b-a94e-4da9-a654-49f3399266ba,S2,9.32
20bc4dae-8e32-4761-9d14-4327817995d2,S9,47.8
6e5f7600-416d-4f01-8c43-e98ea364f0a6,S5,12.56
0c90ad90-b2bd-41ac-97f5-78e9d8fbf3f9,S3,71.52
832380c8-520b-42eb-ac5d-e200139dc603,S3,14.76
cf889644-bded-45c7-ac4f-7982ed73f373,S10,15.08
91184046-9392-4855-b4b6-3f118a40c1c5,S1,31.64
6ad05b63-47d7-40a6-8844-5cbdde132dc1,S7,20.36
3f9e2c47-51f1-4683-ac9c-93879e9c486d,S7,18.72
528f5073-c318-4b71-ab34-d4331e454176,S8,47.2
6741fafc-c6aa-43c1-b824-a83a882f265e,S8,39.92
b2866199-d1b3-4185-95b0-abf46da9c32f,S5,47.96
abc30cba-221f-409a-9deb-64fa2ab7b65d,S5,11.44
5c16dabd-be09-4df4-90ba-ea88ed6715da,S2,22.32
b40f8f0f-936c-4af3-88af-cbdc694b8b9c,S5,10.16
78fe84df-5dcd-4aa1-bbad-9d03f8fa4791,S7,41.4
068bcdf1-334b-4e60-9585-be2c78bcd6a6,S8,15.56
c8855cc5-8a84-4bc7-b37e-e7c889edb1bb,S8,53.32
ced0e51b-b7b3-4760-a37b-207ee2636a0b,S7,8.72
3828b2e8-66cc-420f-a3cb-76a66c3a96a5,S10,40.52
acd4b640-dea0-4fb6-bd80-68067a7e575d,S3,42.92
3ef00bf3-912b-4860-a235-94d48f5d8422,S8,21.6
1a9be6d6-61ea-462c-b652-fb49d0d4e352,S3,51.52
3d21c67e-4025-4528-a0c2-568e4f061b4e,S3,17.64
dfde119b-ffac-49da-b901-c889fe4fa5d9,S3,44.72
0b166029-e498-4041-82c1-cee0574901f8,S4,46.68
b491161f-0dee-4ed7-910c-c05766b56503,S7,40.88
3708b082-888a-4c00-b1db-01fec0674469,S7,33.92
08fe7b42-04a6-4d98-a6d9-4bfb3628b1ab,S11,37.24
216ca05f-1c45-4c1c-ade8-4c848e45a92a,S8,52.44
abc27b96-5618-4ff4-9387-7bd1ed6d3747,S7,52.28
f4f32aa1-09fb-49bd-992c-b715a33d6afe,S8,33.64
368b431d-f146-42af-b14f-e507f6663100,S9,65.04
cc25a8fd-c3d0-4739-b2f9-d73072ba52f8,S1,19.88
9019c2cc-8c65-4457-a4f8-5c03ce9d7c88,S3,54.96
2c3dea5c-0366-4eba-ba10-0ad926d37cf0,S8,35.64
a133a381-70dd-4cb1-b214-c0bb2792fb8b,S8,41.0
64e70f8d-b081-487a-b8f4-c8e74c042216,S3,55.72
0746d9ed-4156-4de5-83a7-1965ba0f71df,S1,131.88
647d7c72-3a4e-4d76-9fb5-a4d087b8ed1b,S9,88.0
d8aadf41-ffb3-40c6-9fc8-cb4c07267fd0,S10,54.72
156b3307-6fa2-4a7d-b87b-15714c8c901c,S10,47.32
60b53ebd-13a3-4622-9fc3-8a1c5c4840df,S2,61.96
b967e4c9-ab99-4d85-87ca-e3b6d6a0b3fa,S2,27.56
8aed1743-9fd6-43b4-b98d-786e6c3107c3,S2,9.28
ca6c8823-2277-444c-9d95-17f4283157bc,S3,37.2
e26f6d04-c243-4e9b-b5fd-668e1a0ffa02,S10,38.4
3bf6972b-b0ac-41cd-b05b-2f38023830fd,S5,22.52
e39741ac-fdf7-4077-b37a-2d621303c942,S11,29.84
4ab9e875-b809-4470-88c0-3f32c4c72734,S1,43.28
f3f6cc1b-62a4-4e18-9350-c8c0f2269afc,S1,65.08
1030ada9-28bc-497d-ac74-3668d4ff8f99,S3,32.04
8742723c-d6f7-49cb-9cd6-7672a42d6800,S4,17.44
5fa20fb5-f637-4669-92a3-fe06ea54afd5,S9,30.12
46b062db-9526-42da-a84c-58d3501e4bc6,S9,32.16
acf77412-fc64-4012-b459-40ece941644b,S7,80.48
adc0b3f8-b4d8-4bb0-9b17-2738004ef1d3,S7,62.12
6465d278-f93e-4d09-91d4-9b7cf2dad55d,S10,44.12
b9f94b86-0d83-4b3e-bb75-b6166eadab4f,S11,41.96
4f68672f-ee1a-4996-8bcf-6d5a6913bdf3,S3,23.44
a6054b19-d175-437f-ad3a-9ba9ed0a8707,S3,10.96
4404fc71-9551-440e-b5a3-16a449a79b49,S10,48.92
7003ee96-a56b-4dab-b734-fe6150dcb7fa,S5,45.0
8a3b55dd-d7f6-4617-94a6-231db8d09f49,S7,22.88
4b311700-d181-4eb8-970a-6a72b5d8ab8b,S10,22.4
ddb1e7cf-d959-47ff-b49c-bda50b819d5e,S2,88.08
a003e483-deeb-468c-bd99-97313b868061,S2,18.6
937fc628-4929-415d-9e1f-282176f4743c,S9,6.96
42cba272-f72e-4442-b0b2-0181419cacb5,S2,105.32
49b83aa9-d48d-4870-b10f-46c35e889a62,S2,27.0
3227ffff-3db1-48a2-9c65-25b7e16e7361,S5,12.88
98e5dc36-f521-4a7d-a73a-764c173144f2,S9,22.76
4b585316-76ee-482c-a224-18a602a78a8e,S8,93.76
15e4fec9-53c3-45de-a063-1091c7b3096f,S1,43.36
30c285ad-6346-4d9a-92c9-4721ced8faab,S1,28.28
3190084a-0c28-46a8-8bb5-bb992733c1aa,S3,16.04
96a1f598-0738-4f64-90de-c2828f428720,S3,13.56
b70521c2-33c9-4cbe-8768-27dd1c66f53f,S10,34.36
e54f3adf-7b8f-419b-aa8c-c2e5e692ea5f,S3,14.12
1301d574-ce2a-43bc-8752-7c6ff19aeafb,S3,23.08
19cf7a2d-343b-46b9-bdb6-c2d2856aae3d,S3,53.92
a38bdb15-becd-43da-8806-ca9eb1183dd9,S3,13.0
cc405abd-5a4f-46e4-b6d8-ac9e1c7ce585,S8,35.2
ca601474-95f8-431d-bfcc-142957bf0ce5,S3,112.56
4608fa07-fac0-4eaf-b961-7d52427bacf9,S4,9.48
ec06f7f0-bcc3-4174-8255-0fa13202c084,S3,26.64
6af80530-2fe9-4006-a8a6-c633b5fd4f06,S4,25.44
64253bde-ac7b-4c44-8ab9-87c5e220680e,S4,10.36
7777211d-bef9-44be-8793-7b510f401a69,S8,39.64
6543f0c9-639a-4c4b-b8d1-2824242adbc5,S3,25.12
803e8e10-cd54-45b7-8c68-3d8f8a43faf2,S10,21.16
fae4b72e-16fa-4b4a-8b1c-8792f6ca9280,S10,45.4
f7d37594-dc76-42b2-b12a-a48273f12ea2,S5,39.12
c4c55fac-f4c9-444d-9083-23927c5fbc0d,S9,35.44
1127f8ea-b31b-4440-9369-74c98b001b78,S2,15.24
8075215f-afc0-4d0c-b383-4084ab67e5bc,S4,40.64
a5401cc6-7137-4753-8614-7f4dac5b372b,S3,59.04
40f44008-678d-4c3b-a4e8-09e36fac4724,S8,71.04
d5c14ac3-facd-4864-a20a-26773554fbdf,S9,17.56
8533be2e-1924-45a1-b058-08ef04f9fbca,S8,18.16
b4b36bdd-1623-4fa6-977e-9d6bc9a3a024,S10,15.64
2e9329e3-76ba-4c4e-8d8a-ce6aff1a5a31,S10,39.64
960093f4-aeac-4820-a603-48f5cb4088a8,S10,29.76
a7d127d4-8abc-47d2-a4ed-6cd50570e65d,S10,61.68
9d2d49b0-709b-4a5f-b85e-2cefd326c897,S1,52.96
ffb1f20a-69dc-4bb8-bff6-4e3a7a1b0068,S8,32.84
20647f4a-9a5c-4140-a011-d6ac8b6509c8,S10,50.6
ffffc268-541b-4486-b1a2-2c364cbe3e53,S11,32.8
8357c8f1-4cf0-4513-8c94-8dd23193ef48,S5,17.32
b85fdd4c-9b7b-4fb2-8db1-2f7526d4abbf,S8,12.0
6fd92010-177e-4b66-849e-c654fb0f0bab,S5,35.56
2c590c5f-5ff2-44ee-aba3-8d6053cd1a88,S8,22.76
5871c934-6424-4bfd-bfc4-6219ed88de9a,S3,28.68
342696f0-6aed-433c-82ce-b9bad836545d,S10,71.0
2bb6809d-f8ee-4cd4-97e4-c9ccfe884267,S10,17.32
61629141-5e8f-487e-98cb-67de7004f135,S3,49.56
2ec117a8-93ff-4a67-abb1-29b7e990b80c,S10,42.96
56ca0d8b-5e06-4e65-a5cb-afc78069a67f,S3,79.8
0f16151b-b9d6-45ed-9b11-2ce97fcc7de7,S10,37.04
f3742e3a-b5ca-4107-abe9-ee3a32da6369,S9,70.44
87b5d2aa-f598-4e97-9e86-1866a34c5145,S7,11.16
34e667cc-4b95-4a4c-87a5-16364aa4ac47,S2,12.96
8e12dcc2-6ede-4dc6-8edc-3dae5a877a1c,S2,7.84
6da2738b-9bf9-44b6-bcad-7179997b327b,S3,9.76
dab97515-d25d-4ca3-8d28-bf7f2c5711d1,S8,14.96
ce33a759-c5a1-4456-9856-3a69c92cd09e,S10,81.36
25f1ac48-eb7f-4d67-9607-3a096a638fd3,S10,89.8
679ac1a4-91da-454a-823e-7477d5843217,S8,122.08
b08a1ea1-a9fc-4c68-ab5e-5eefb45e9f34,S9,76.12
2a97b55d-5700-4d1d-9135-18fc1056d64f,S1,65.56
51041e94-f102-4b7a-b0b1-c9067a5eacf3,S7,68.56
e92ecc23-6241-4e0d-a946-6bf22348bb0f,S7,93.04
e35d65b8-df8d-41f1-9ed4-a9494d0174ef,S1,71.64
fbdb125c-d969-491b-a0ae-21a54023e3dc,S10,35.44
06115466-e425-4f01-8d76-2cb57784e830,S3,43.88
abffd890-ef90-457a-a312-f1b4f57595ee,S9,51.8
dfd92f24-a1b7-43e6-9e5d-ed66f6d39e43,S9,21.4
3f16fbbb-b727-4648-a884-76c6bc5decc7,S9,90.84
34977c6d-57bc-44ff-a788-6780cbc26556,S9,30.8
84e76469-d965-4ad6-a087-8846fec18d2f,S2,73.4
4c1fde33-58a2-45ae-b928-4503cde3dcb5,S2,75.12
8e738eec-af3d-4ca2-9488-aaacc232e174,S2,12.92
3517e518-2638-482c-8102-7bd0edf4a0d6,S1,22.48
1ef0f377-d7c7-498b-8fe1-8295418b603a,S5,59.0
f6c83d82-72b7-4bd9-b570-15422732a94f,S1,28.68
0c51ec5c-edd6-4d74-8430-b3d11fdbe86b,S9,118.52
